"Full Name","Birth Date","Death Date","Cemetery Name","Section","Plot","Inscription"
"Andrés Fuentes","11/23/1807","11/03/1882","San Fernando Cemetery No. 2","P","157",""
"Francisca Salinas","06/11/1797","03/20/1858","San Fernando Cemetery No. 1","V","182","Geliebter Vater und Gatte"
"Rosa Gutiérrez","12/05/1886","09/25/1938","San Fernando Cemetery No. 2","N","45",""
"José Medina","01/05/1806","03/08/1867","Mission Burial Park","U","136",""
"Lupe Torres","08/11/1909","11/09/1954","San Fernando Cemetery No. 2","S","30",""
"Soledad Martínez","12/13/1887","10/04/1960","San Fernando Cemetery No. 2","D","109",""
"Hedwig Schroeder","04/07/1922","11/10/1943","San Fernando Cemetery No. 1","I","96",""
"Joseph Brown","01/01/1826","07/09/1905","Mission Burial Park","R","74",""
"Frieda Koch","07/10/1861","11/04/1943","San Fernando Cemetery No. 2","S","106",""
"Antonio Moreno","06/27/1842","02/12/1862","San Fernando Cemetery No. 1","U","157",""
"Walter Weber","02/11/1899","12/25/1943","San Fernando Cemetery No. 2","W","85",""
"Bertha Hartmann","09/27/1890","09/02/1951","National Cemetery (Fort Sam Houston)","G","117",""
"Lupe López","07/06/1856","12/10/1939","City Cemetery No. 1","X","174","Geliebter Vater und Gatte"
"Francisco Garza","06/17/1888","03/27/1949","Mission Burial Park","N","47",""
"Emilie Richter","05/18/1779","04/03/1855","National Cemetery (Fort Sam Houston)","A","61","Geliebter Vater und Gatte"
"Else Mueller","09/14/1905","10/16/1940","San Fernando Cemetery No. 1","Z","80",""
"Hermann Bauer","11/24/1882","06/23/1939","City Cemetery No. 1","T","47","Geliebter Vater und Gatte"
"Olga Schroeder","02/22/1895","10/28/1926","San Fernando Cemetery No. 2","Z","115",""
"Beatriz Gutiérrez","03/15/1875","06/15/1947","City Cemetery No. 1","K","197",""
"Patrick Burke","01/26/1843","06/17/1922","San Fernando Cemetery No. 1","L","169",""
"Miguel Díaz","01/01/1830","12/17/1898","National Cemetery (Fort Sam Houston)","G","70",""
"Amparo Reyes","07/04/1795","11/16/1850","Mission Burial Park","D","192",""
"Sophie Zimmermann","02/21/1881","10/05/1960","City Cemetery No. 1","W","101",""
"Mabel Miller","09/22/1827","11/16/1916","City Cemetery No. 1","E","132",""
"Bertha Thompson","09/25/1867","09/21/1900","City Cemetery No. 1","Y","61",""
"Wilhelm Lange","08/08/1902","01/21/1922","Confederate Cemetery","S","73",""
"Grace Nelson","05/09/1833","06/15/1885","San Fernando Cemetery No. 1","B","116",""
"Petra Ramírez","05/21/1836","11/25/1899","San Fernando Cemetery No. 2","J","197",""
"Emil Mueller","06/19/1901","12/09/1952","Mission Burial Park","Q","54",""
"Fiona Ryan","06/17/1782","08/26/1856","City Cemetery No. 1","O","130",""
"Ida Hartmann","08/17/1884","09/03/1952","City Cemetery No. 1","G","79",""
"Seamus O'Brien","11/27/1874","11/22/1906","Confederate Cemetery","O","100","Rest in peace"
"Agustín García","07/19/1865","09/18/1912","San Fernando Cemetery No. 2","E","49","Que en paz descanse"
"Miguel Domínguez","03/18/1861","10/20/1924","City Cemetery No. 1","V","197","Until we meet again"
"Robert Roberts","06/07/1885","11/26/1955","San Fernando Cemetery No. 2","O","61",""
"Rosa Moreno","10/23/1876","08/05/1929","San Fernando Cemetery No. 1","G","36",""
"Heinrich Schäfer","10/08/1880","10/11/1904","Mission Burial Park","L","81",""
"Bridget Flanagan","02/16/1797","01/02/1869","City Cemetery No. 1","C","50",""
"Frank Allen","02/25/1815","08/26/1885","San Fernando Cemetery No. 2","D","142",""
"Bertha Schroeder","07/11/1915","12/25/1936","San Fernando Cemetery No. 1","O","189",""
"Carmen Cruz","06/13/1910","12/21/1933","City Cemetery No. 1","J","108",""
"Franz Bauer","10/11/1834","06/26/1897","San Fernando Cemetery No. 1","E","105",""
"Ignacio Herrera","04/08/1889","09/20/1948","Mission Burial Park","E","125",""
"Lena Schmidt","01/01/1811","11/27/1883","National Cemetery (Fort Sam Houston)","F","178",""
"Johann Klein","03/02/1879","01/06/1922","National Cemetery (Fort Sam Houston)","O","96",""
"Olga Schmitt","01/24/1848","01/14/1927","San Fernando Cemetery No. 1","K","174","Gone but not forgotten"
"Ernst Hoffmann","07/20/1811","10/02/1889","Confederate Cemetery","F","30",""
"Wilhelmine Hartmann","10/24/1831","11/27/1880","Mission Burial Park","C","190",""
"Luz Torres","04/01/1801","01/28/1864","Confederate Cemetery","C","41","Descanse en paz"
"Andrés Ramírez","08/24/1789","09/08/1868","City Cemetery No. 1","F","117",""
"Gustav Schroeder","03/18/1868","09/18/1944","San Fernando Cemetery No. 2","B","103","Until we meet again"
"Anna Fischer","01/10/1781","07/19/1871","City Cemetery No. 1","N","181",""
"Elvira Castillo","12/27/1839","07/01/1912","San Fernando Cemetery No. 1","U","110",""
"Augusta Weidemann","08/07/1888","06/06/1954","Confederate Cemetery","R","120",""
"Gerhard Hoffmann","07/11/1797","08/01/1851","Confederate Cemetery","O","118",""
"Johann Bergmann","03/18/1850","09/17/1928","City Cemetery No. 1","E","103",""
"Ramona Torres","12/21/1872","11/24/1901","Confederate Cemetery","I","31",""
"Ignacio Rodríguez","06/13/1908","09/14/1932","Mission Burial Park","W","102",""
"Isidro Molina","11/03/1831","05/16/1898","San Fernando Cemetery No. 2","O","150",""
"Ethel Jones","06/22/1871","11/12/1921","Mission Burial Park","I","22",""
"Juana Hernández","09/01/1875","09/22/1928","National Cemetery (Fort Sam Houston)","O","1",""
"Aurelio Molina","01/16/1871","02/12/1912","Confederate Cemetery","U","27",""
"John Taylor","10/12/1788","04/14/1878","Mission Burial Park","O","153",""
"Hilda Klein","02/03/1799","11/02/1860","San Fernando Cemetery No. 1","S","1","Amado esposo y padre"
"Andrés Treviño","06/02/1832","12/06/1853","San Fernando Cemetery No. 2","L","171",""
"Hermann Lange","02/01/1913","10/06/1937","Mission Burial Park","F","159",""
"Harold Martin","11/08/1822","11/15/1884","National Cemetery (Fort Sam Houston)","N","83",""
"Hilda Hoffmann","07/22/1917","03/12/1956","Mission Burial Park","V","158",""
"Wilhelm Schäfer","06/25/1826","07/10/1860","Mission Burial Park","G","113",""
"Nellie Williams","08/26/1825","04/15/1874","Confederate Cemetery","Z","193",""
"Bertha Harris","01/27/1830","09/04/1898","National Cemetery (Fort Sam Houston)","K","88",""
"Samuel King","09/10/1868","01/26/1934","National Cemetery (Fort Sam Houston)","X","101",""
"Bernardo González","09/13/1852","01/07/1915","San Fernando Cemetery No. 2","J","189","Geliebter Vater und Gatte"
"José Chávez","04/11/1809","03/09/1876","San Fernando Cemetery No. 2","O","189",""
"Isidro López","09/09/1910","09/12/1939","Confederate Cemetery","V","109",""
"Gertrud Braun","06/27/1827","03/03/1878","National Cemetery (Fort Sam Houston)","N","31",""
"Albert Baker","12/28/1883","04/21/1938","National Cemetery (Fort Sam Houston)","A","195","In loving memory"
"Edward Jones","01/11/1857","10/16/1894","City Cemetery No. 1","J","140",""
"Sophie Weidemann","12/20/1918","09/28/1951","San Fernando Cemetery No. 2","C","195",""
"Klaus Werner","07/01/1860","05/15/1919","City Cemetery No. 1","F","150",""
"Eusebio Ortiz","02/09/1894","08/26/1937","Confederate Cemetery","C","118","Im Frieden des Herrn"
"Nellie Nelson","07/15/1825","10/27/1868","Confederate Cemetery","T","129",""
"Hedwig Neumann","05/11/1852","08/11/1909","National Cemetery (Fort Sam Houston)","I","116",""
"María Sánchez","07/01/1881","03/24/1928","Mission Burial Park","K","155",""
"Josefa Morales","10/01/1796","07/08/1882","San Fernando Cemetery No. 1","E","72",""
"Harriet King","07/04/1817","07/24/1881","San Fernando Cemetery No. 1","L","105",""
"Charles Mitchell","06/20/1784","08/01/1857","City Cemetery No. 1","Q","8",""
"Guadalupe Ramírez","04/08/1882","03/15/1940","San Fernando Cemetery No. 1","G","113",""
"Arthur Williams","05/10/1878","07/21/1918","Confederate Cemetery","L","108","Beloved husband and father"
"Luz Rodríguez","08/18/1855","09/23/1876","San Fernando Cemetery No. 2","R","125",""
"Helen Williams","10/28/1826","12/10/1890","National Cemetery (Fort Sam Houston)","K","132",""
"Ludwig Fischer","11/17/1826","01/06/1916","San Fernando Cemetery No. 2","K","36","Until we meet again"
"Hedwig Richter","10/09/1845","10/02/1905","Confederate Cemetery","S","183",""
"Remedios Flores","01/11/1861","09/10/1938","San Fernando Cemetery No. 2","B","63","Called home too soon"
"Juana Ramos","04/24/1820","12/25/1861","San Fernando Cemetery No. 2","A","54",""
"Hilda Meyer","09/13/1869","08/28/1950","San Fernando Cemetery No. 2","N","139",""
"Carmen Ramos","03/01/1893","07/01/1944","National Cemetery (Fort Sam Houston)","P","115",""
"Helene Werner","04/27/1762","07/06/1850","San Fernando Cemetery No. 2","I","164",""
"Nellie Martin","04/21/1839","06/14/1881","San Fernando Cemetery No. 2","Z","116",""
"Lupe Garza","12/19/1812","06/17/1877","Confederate Cemetery","G","16",""
"Luz Ramírez","01/10/1794","09/12/1871","Mission Burial Park","F","66","In loving memory"
"Héctor Reyes","05/04/1900","08/15/1924","San Fernando Cemetery No. 1","N","123",""
"Brigid Doyle","07/28/1868","07/21/1924","Mission Burial Park","O","60",""
"Brigid Connelly","09/22/1872","01/10/1927","City Cemetery No. 1","X","172",""
"Beatriz Rivera","05/18/1889","02/23/1929","National Cemetery (Fort Sam Houston)","K","91",""
"Anna Hartmann","11/20/1908","07/06/1958","City Cemetery No. 1","K","150",""
"Esperanza Domínguez","01/21/1813","01/16/1885","National Cemetery (Fort Sam Houston)","T","83",""
"John Wilson","01/23/1875","04/19/1960","San Fernando Cemetery No. 1","H","185",""
"Joseph Jones","07/18/1854","04/08/1919","National Cemetery (Fort Sam Houston)","B","83",""
"Bridget Burke","04/07/1870","01/04/1936","Confederate Cemetery","I","51",""
"Agustín Medina","02/11/1834","03/17/1912","Confederate Cemetery","L","156",""
"Mathilde Hartmann","10/11/1824","06/16/1887","National Cemetery (Fort Sam Houston)","S","95",""
"Agustín Cruz","10/23/1901","11/13/1938","Mission Burial Park","C","114","Que en paz descanse"
"Samuel Perez","03/23/1795","09/08/1859","City Cemetery No. 1","E","190",""
"Guadalupe Ramos","03/25/1851","09/21/1935","San Fernando Cemetery No. 1","M","167",""
"Emilie Fischer","12/10/1831","06/16/1888","City Cemetery No. 1","E","16",""
"Robert Martin","08/07/1877","07/25/1930","San Fernando Cemetery No. 1","Q","188",""
"Seamus McCarthy","03/24/1893","06/22/1943","San Fernando Cemetery No. 1","Z","44",""
"Patrick Ryan","07/08/1894","03/19/1939","City Cemetery No. 1","U","6",""
"William Carter","06/16/1879","01/12/1920","National Cemetery (Fort Sam Houston)","K","150",""
"Catalina Ortiz","03/11/1811","03/26/1861","City Cemetery No. 1","N","3","Beloved husband and father"
"Edith Nelson","05/26/1839","12/24/1888","National Cemetery (Fort Sam Houston)","W","94",""
"Klaus Klein","09/14/1864","03/15/1938","San Fernando Cemetery No. 1","F","127",""
"Rosa Torres","12/23/1822","03/20/1853","San Fernando Cemetery No. 2","Q","22",""
"Luis González","09/18/1844","10/17/1870","Mission Burial Park","Q","183","Auf Wiedersehen"
"Margarita Flores","11/19/1841","02/27/1874","National Cemetery (Fort Sam Houston)","B","132","Rest in peace"
"Andrés Morales","07/28/1813","08/05/1862","Mission Burial Park","M","126","Hier ruht in Gott"
"Sarah Roberts","12/18/1864","02/01/1911","National Cemetery (Fort Sam Houston)","C","159","Que en paz descanse"
"Marta Koch","12/07/1904","01/04/1954","San Fernando Cemetery No. 2","A","196",""
"Liam Gallagher","02/09/1814","07/01/1897","National Cemetery (Fort Sam Houston)","P","198",""
"Albert Thomas","12/28/1881","12/05/1946","Mission Burial Park","O","39",""
"Edith Brown","11/16/1855","01/27/1900","Mission Burial Park","Q","187","Gone but not forgotten"
"Albert Mitchell","04/02/1785","04/25/1853","Confederate Cemetery","M","119","Geliebter Vater und Gatte"
"Juana Molina","12/05/1849","11/20/1900","San Fernando Cemetery No. 2","G","177",""
"Gregorio Salinas","10/16/1893","01/26/1916","San Fernando Cemetery No. 1","I","168","Descanse en paz"
"Luis Morales","06/18/1887","01/26/1958","Confederate Cemetery","J","74",""
"Wilhelmine Braun","06/20/1854","03/08/1933","Mission Burial Park","A","148",""
"Richard Roberts","09/11/1852","12/05/1919","Mission Burial Park","I","92",""
"Felicitas Sánchez","04/10/1900","07/26/1923","National Cemetery (Fort Sam Houston)","F","200",""
"Ernst Schwarz","10/27/1870","08/07/1940","Mission Burial Park","G","38",""
"Beatriz Cruz","09/10/1836","05/15/1902","Confederate Cemetery","N","71",""
"Ethel Brown","03/02/1869","04/16/1900","Confederate Cemetery","H","28",""
"Guadalupe Fuentes","06/17/1848","01/04/1901","City Cemetery No. 1","A","132","Ruhe in Frieden"
"Guadalupe Rivera","12/07/1860","02/23/1919","Mission Burial Park","M","18","En la memoria de todos"
"Ernesto Martínez","02/17/1931","04/13/1960","National Cemetery (Fort Sam Houston)","F","103",""
"Jesús Castillo","12/13/1856","06/09/1898","National Cemetery (Fort Sam Houston)","H","98",""
"Charles Martin","04/10/1884","02/09/1907","Mission Burial Park","I","162",""
"Tomás Cantu","01/01/1862","07/26/1936","San Fernando Cemetery No. 2","A","23","Descanse en paz"
"Catalina Torres","05/22/1798","09/13/1878","San Fernando Cemetery No. 2","W","26",""
"Edith Jackson","06/22/1864","09/08/1952","San Fernando Cemetery No. 1","S","84",""
"Ramona Díaz","07/22/1853","01/25/1883","City Cemetery No. 1","B","140","Rest in peace"
"Franz Steinemann","09/21/1891","01/08/1946","City Cemetery No. 1","R","70","Amado esposo y padre"
"Beatriz Domínguez","12/22/1810","08/19/1872","National Cemetery (Fort Sam Houston)","K","182","Until we meet again"
"Elena Vásquez","03/27/1847","10/11/1904","San Fernando Cemetery No. 1","X","193",""
"Louisa Steinemann","03/17/1842","03/16/1905","San Fernando Cemetery No. 1","A","29",""
"Sarah Wright","08/19/1848","04/09/1907","Mission Burial Park","Z","73",""
"Jesús Sánchez","09/08/1907","07/23/1954","San Fernando Cemetery No. 2","N","72",""
"Helene Hartmann","08/01/1906","01/02/1937","Confederate Cemetery","R","27","Hier ruht in Gott"
"Francisca Rodríguez","05/28/1919","12/08/1944","National Cemetery (Fort Sam Houston)","J","144",""
"Florence Wright","06/23/1889","11/28/1940","City Cemetery No. 1","Y","39",""
"Edith Wright","08/23/1789","08/06/1877","City Cemetery No. 1","M","169",""
"Dolores López","05/21/1799","07/11/1867","Confederate Cemetery","W","121","Beloved husband and father"
"Heinrich Gruenewald","10/09/1831","08/02/1917","San Fernando Cemetery No. 1","X","1",""
"Petra Sánchez","05/13/1807","05/13/1859","Mission Burial Park","U","21",""
"Mabel Johnson","05/06/1881","10/15/1947","Mission Burial Park","Y","78",""
"Fergus Flanagan","12/06/1856","11/25/1919","San Fernando Cemetery No. 2","P","185",""
"Sophie Wolf","11/05/1815","01/16/1850","City Cemetery No. 1","H","45",""
"Agustín Martínez","07/16/1879","03/25/1920","National Cemetery (Fort Sam Houston)","S","16",""
"Anna Meyer","09/07/1873","07/12/1919","National Cemetery (Fort Sam Houston)","U","93",""
"Bruno Meyer","04/22/1842","12/01/1863","Mission Burial Park","P","3",""
"Mary Harris","01/17/1769","04/16/1855","Mission Burial Park","Q","193",""
"Helen Adams","01/16/1912","10/08/1953","Mission Burial Park","B","147",""
"Remedios Castillo","08/24/1851","03/22/1926","City Cemetery No. 1","R","113",""
"Petra Cantu","11/28/1801","08/26/1857","City Cemetery No. 1","Z","88",""
"Emil Bauer","03/17/1851","05/03/1936","San Fernando Cemetery No. 1","O","151",""
"Florencio González","03/02/1838","05/11/1874","San Fernando Cemetery No. 2","N","46",""
"Dolores Ramírez","06/06/1906","12/13/1958","City Cemetery No. 1","O","58",""
"Elizabeth Harris","12/13/1921","05/25/1946","San Fernando Cemetery No. 2","K","23",""
"Franz Wolf","02/05/1834","12/16/1901","City Cemetery No. 1","W","143",""
"Anna Schmidt","07/24/1896","06/27/1942","Confederate Cemetery","T","54","Amado esposo y padre"
"Carlos Ramírez","03/25/1798","09/12/1869","National Cemetery (Fort Sam Houston)","H","120","Called home too soon"
"Jesús Morales","12/16/1814","01/08/1863","Mission Burial Park","W","183",""
"Ludwig Meyer","04/24/1909","04/09/1933","Confederate Cemetery","A","69","Called home too soon"
"Rosa Morales","11/25/1847","05/12/1918","San Fernando Cemetery No. 1","E","93",""
"Anna Hoffmann","10/17/1877","04/15/1909","Mission Burial Park","U","161",""
"Sophie Klein","01/21/1834","11/13/1923","Mission Burial Park","M","76",""
"Elvira Torres","04/15/1773","06/16/1862","National Cemetery (Fort Sam Houston)","V","41",""
"Antonio Medina","09/17/1801","11/20/1875","City Cemetery No. 1","T","53",""
"Hedwig Becker","10/15/1883","10/02/1931","National Cemetery (Fort Sam Houston)","T","120",""
"Wilhelmine Hartmann","01/08/1810","02/23/1877","San Fernando Cemetery No. 2","D","153",""
"Helen Thomas","11/22/1922","06/25/1952","Mission Burial Park","A","33",""
"Bruno Richter","07/21/1907","11/25/1931","Confederate Cemetery","H","77",""
"Frederick Allen","03/18/1885","09/14/1936","National Cemetery (Fort Sam Houston)","L","186",""
"Remedios Garza","07/06/1793","05/05/1873","San Fernando Cemetery No. 2","D","84",""
"Amparo Medina","04/20/1814","04/19/1887","National Cemetery (Fort Sam Houston)","I","158",""
"Soledad Cantu","06/14/1818","12/10/1891","Mission Burial Park","U","95","Amado esposo y padre"
"Wilhelm Schmidt","01/22/1838","12/28/1869","San Fernando Cemetery No. 2","X","120",""
"Gregorio Flores","04/24/1815","12/13/1894","Mission Burial Park","F","44",""
"Albert Moore","07/22/1894","04/20/1922","Confederate Cemetery","A","25",""
