First Name,Last Name,Name Prefix,Name Suffix,File Name,Email,Telephone,Cell Phone,Address 1,Address 2,City,State / Province,Postal Code,Country,Member Active,Member Join Date,Expiration Date,Membership Plan,Membership Type,Your Skills,Your Interests,Volunteering?,Administrative Notes,Joint Member,Email of Joint,Mbr. List - Show Name,Mbr. List - Show Address,Mbr. List - Show Phone,Mbr. List - Show Email,Birth Year,Gender
Thomas,Lehmann,,,,thomas.lehmann@protonmail.com,701-344-2674,701-928-8450,8721 Lincoln Ave,Apt 4,Walhalla,ND,58282,US,Yes,07/14/2018,01/31/2027,Individual,Individual,,,Yes,,,,Yes,Yes,No,Yes,1977,Male
Madison,Weiss,,III,,mweiss@mail.com,701-327-6028,,5359 Heritage Ln,,Hazen,ND,58545,US,Yes,06/25/2022,01/30/2027,Family,Individual,Social media,,No,,Douglas Weiss,weissd@yahoo.com,Yes,Yes,No,No,1957,Female
,,,,North Dakota Heritage Center,info@northdakotaheritagec.org,701-758-7873,,3711 Washington St,,New Salem,ND,58563,US,Yes,03/25/2017,06/25/2027,Organization,Organization,,,No,,,,Yes,Yes,Yes,Yes,,
Owen,Kraft,,,,krafto@msn.com,701-225-9287,701-256-2995,5013 Airport Rd,,Cooperstown,ND,58425,US,No,07/22/2019,03/15/2026,Family,Individual,,"Pioneer women, Norwegian immigration, Immigration patterns",No,,Stephanie Kraft,stephanie.kraft@outlook.com,Yes,No,No,Yes,1978,Male
,,,,Burleigh County Historical Society,info@burleighcountyhistor.org,701-840-5889,,8417 Rosewood Ln,,Ellendale,ND,58436,US,Yes,07/18/2023,08/24/2026,Organization,Organization,,,No,,,,Yes,Yes,Yes,Yes,,
Janice,Wold,,,,janice_wold@gondtc.com,701-422-4291,701-931-5760,5757 4th Ave NE,Unit C,Beulah,ND,58523,US,Yes,07/26/2017,03/08/2027,Individual,Individual,Courthouse research,,No,,,,Yes,Yes,Yes,Yes,1984,Female
Hannah,Nordstrom,,,,nordstromh@ndsupernet.com,701-906-9762,701-975-6757,588 Maple Ave,,Langdon,ND,58249,US,Yes,11/13/2013,05/31/2027,Individual,Individual,,"Norwegian immigration, Red River Valley history",No,,,,Yes,Yes,Yes,Yes,,Female
Bryan,Hanson,,,,hansonb@mail.com,,,5167 5th St S,,Lisbon,ND,58054,US,Yes,08/21/2012,11/15/2026,Individual,Individual,,,No,,,,Yes,No,Yes,Yes,1976,Male
Donald,Larson,,,,dlarson@westriv.com,701-814-6111,,7373 Prairie Dr,,Bottineau,ND,58318,US,Yes,02/20/2021,09/24/2026,Individual,Individual,,,No,,,,Yes,Yes,Yes,Yes,1986,Male
Nolan,Muller,,,,nolan.muller@yahoo.com,701-831-1285,,1593 Valley View Rd,,Oakes,ND,58474,US,No,01/26/2022,01/14/2026,Individual,Individual,"Public speaking, Writing, Social media","Frontier medicine, DNA genealogy, Railroad history",Yes,,,,Yes,Yes,No,No,1988,Male
Martha,Ringness,,,,marthar@westriv.com,701-874-4054,701-678-6291,6199 Valley View Rd,,Mandan,ND,58554,US,Yes,06/22/2018,12/30/2026,Individual,Individual,,,No,,,,Yes,Yes,Yes,Yes,1953,Female
Hannah,Meyer,,,,hannah.meyer@live.com,701-346-7566,701-958-1502,1603 Railway Ave,,Minot,ND,58703,US,Yes,06/22/2024,06/12/2027,Family,Individual,"Database management, Social media",,No,,Michael Meyer,michael.meyer@mail.com,Yes,No,No,Yes,1984,Female
Julian,Miller,,,,jmiller@live.com,701-803-1589,701-796-9052,217 Cedar Ct,Apt 3,Crosby,ND,58730,US,Yes,02/01/2015,10/26/2027,Individual,Individual,,,No,,,,Yes,Yes,No,Yes,1941,Male
Pamela,Muller,,,,pmuller@yahoo.com,,,3021 School Rd,,Walhalla,ND,58282,US,Yes,11/20/2018,12/08/2027,Individual,Individual,Norwegian translation,,No,,,,Yes,Yes,No,No,1974,Female
Diane,Gunderson,,,,dgunderson@westriv.com,701-660-8635,701-323-9780,5970 River Rd,,Linton,ND,58552,US,Yes,07/17/2024,04/13/2026,Individual,Individual,,,No,,,,Yes,Yes,No,Yes,1952,Female
