"File Name","Contact","Name Prefix","First Name","PreferredName","Middle Name","Maiden Name","UseMaiden","Last Name","Name Suffix","Member Active","Member Join Date","Login","Birth Year","Birth Month","Birth Day","Deceased","Image Filename","Address 1","Address 2","City","State / Province","Postal Code","Country","Telephone","Cell Phone","Toll Free Phone","International Phone","Preferred Phone","Fax","Email","Website","Alternate Address 1","Alt. Address 2","Alt. City","Alt. State / Province","Alt. Postal Code","Al. Country","Alt. Phone","Alt. International Phone","Alt. Preferred Phone","Alt. Email","Use Seasonal Address","Use Alt. Info Month Begin","Alt. Contact Day Begin","Use Alt. Info Month End","Alt. Contact Day End","Business Phone","Gender","Quarterly","Volunteering?","Joint Member","Email of Joint","Phone of Joint","Your Skills","Your Interests","Your Education","General Email","Event Email","Newsletter Email","Surname Inquiry","Mbr. List - Show Name","Mbr. List - Show Address","Mbr. List - Show Phone","Mbr. List - Show Email","Mbr. List - Show Photo","Membership Plan","Membership Type","Max Members","Lifetime","Membership Number","Mail Publications","Address Label Name","Amount Paid","Donation","Date Paid","Payment Type","Expiration Date","Comment","Acct. Primary","Membership Tie ID","Login Count","Last Login Date","Administrative Notes","Last Updated By","Last Updated Date","ENS Member Record ID"
"Roth, Ryan","","Judge","Ryan","","Ray","","","Roth","","Yes","02/23/2022","rroth","1959","8","21","","ryan-ray-roth-member.jpg","5302 Braun Rd","","San Antonio","TX","78218","USA","(210) 555-1130","","","","Telephone","(210) 555-5029","rroth1974@example.com","","","","","","","","","","","","","","","","","","M","Y","","","","","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Roth, Ryan","35.00","","06/16/2027","Check","06/30/2027","Credit card declined once; reprocessed","Yes","","45","07/02/2025","","admin","06/03/2027","10178"
"Garza, Jesse","","","Jesse","","","","","Garza","","No","05/14/1998","jgarza","1973","8","10","","jesse-garza-member.jpg","1997 Lake Dr","","Crystal City","TX","78839","USA","(830) 555-3098","(830) 555-8925","","","Telephone","","jessegarza88@example.net","","","","","","","","","","","","","","","","","","M","Y","","Olivia","garzao@example.com","(830) 555-3098","","Civil War records; Freedmen's Bureau records; Photo restoration and identification","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Joint","Person","2","","","Yes","Garza, Jesse","45.00","","05/04/2023","Check","06/24/2023","","Yes","","0","","","admin","04/22/2023","10179"
"Davis, Wanda","","","Wanda","","","","","Davis","","No","06/18/2008","wdavis","1975","2","21","","wanda-davis-member.jpg","3857 Thousand Oaks Dr","","Fair Oaks Ranch","TX","78015","USA","","(210) 555-5074","","","Cell Phone","","wanda.davis@example.com","","","","","","","","","","","","","","","","","","F","","Y","","","","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Davis, Wanda","35.00","","01/29/2026","Cash","02/28/2026","","Yes","","0","","Passed away 01/01/2024 - per family notification","admin","10/14/2025","10180"
"Contreras, Taylor","","","Taylor","","","","","Contreras","","Yes","08/24/1989","tcontreras","1983","9","17","","taylor-contreras-member.jpg","3771 Hackberry St","","San Antonio","TX","78236","USA","(210) 555-2785","(210) 555-6089","","","Telephone","","taylor.contreras@example.com","","","","","","","","","","","","","","","","","","F","","","","","","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","No","Contreras, Taylor","35.00","","05/04/2027","Cash","06/30/2027","","Yes","","6","08/06/2025","","admin","05/13/2027","10181"
"Montoya, Wolfgang","","","Wolfgang","","Angel","","","Montoya","","Yes","12/03/2013","wmontoya","1978","12","3","","wolfgang-angel-montoya-member.jpg","2822 River Rd","","Shreveport","LA","71101","USA","","(318) 555-3797","","","Cell Phone","","wmontoya1981@example.net","","","","","","","","","","","","","","","","","","M","Y","","","","","Latin translation; Transcription","Czech settlers in Texas; Mayflower descendants; Bexar County pioneers","","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Single","Person","1","","","Yes","Montoya, Wolfgang","35.00","","06/04/2027","Cash","06/30/2027","","Yes","","33","01/22/2026","","admin","05/13/2027","10182"
"Woods, Klaus","","","Klaus","","","","","Woods","M.D.","No","06/04/2017","kwoods","1957","4","23","","klaus-woods-member.jpg","1193 Colonial Ave","","Enid","OK","73701","USA","","(580) 555-4156","","","Cell Phone","(580) 555-5498","klauswoods75@example.org","","","","","","","","","","","","","","","","","","M","Y","","","","","Portuguese language; Indexing; Record preservation","","","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Woods, Klaus","35.00","","05/25/2025","Cash","08/22/2025","","Yes","","0","","","admin","04/25/2025","10183"
"Meyer, Judith","","","Judith","","Luis","","","Meyer","","Yes","11/16/2013","jmeyer","1942","3","17","","judith-luis-meyer-member.jpg","6281 Frontier St","","Eagle Pass","TX","78852","USA","(830) 555-2281","","","","Telephone","","jmeyer@example.net","","","","","","","","","","","","","","","","","","F","","","","","","DNA analysis; Record preservation","","","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Meyer, Judith","35.00","","05/13/2027","Check","06/30/2027","","Yes","","35","09/05/2025","","secretary","05/29/2027","10184"
"Ross, Heather","","","Heather","","","","","Ross","III","Yes","01/23/2011","hross","1937","11","9","","heather-ross-member.jpg","7813 Springdale Ave","","Houston","TX","77002","USA","(713) 555-9938","(713) 555-2702","","","Cell Phone","","heather.ross@example.org","","","","","","","","","","","","","","","","","","F","","","","","","","","","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Single","Person","1","","","No","Ross, Heather","35.00","","05/16/2027","Cash","06/30/2027","","Yes","","36","03/10/2026","","admin","05/21/2027","10185"
"Albrecht, Owen","","Col.","Owen","","","","","Albrecht","","Yes","12/09/2002","oalbrecht","1945","4","27","","owen-albrecht-member.jpg","8381 Ray Ellison Dr","","Olmos Park","TX","78212","USA","","","","","","(210) 555-5485","albrechto@example.net","","","","","","","","","","","","","","","","","","M","Y","","","","","Database management","","","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Single","Person","1","","","Yes","Albrecht, Owen","35.00","","05/29/2026","Check","06/30/2026","","Yes","","38","12/14/2025","","admin","06/02/2026","10186"
"Kelly, Ralph","","","Ralph","","Glen","","","Kelly","","Yes","12/15/2006","rkelly","1958","4","6","","ralph-glen-kelly-member.jpg","8669 Patriot Way","","Orlando","FL","32801","USA","(407) 555-7318","(407) 555-3551","","","Cell Phone","","ralphkelly45@example.net","","","","","","","","","","","","","","","","","","M","Y","","","","","","","","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Kelly, Ralph","35.00","","06/09/2027","Credit Card","06/30/2027","","Yes","","23","09/28/2025","","admin","05/30/2027","10187"
"Rodriguez, Rebecca","","","Rebecca","","Faith","Perez","Not Used","Rodriguez","","Yes","10/19/2016","rrodriguez","1956","1","15","","rebecca-faith-rodriguez-member.jpg","9945 Walzem Rd","","Selma","TX","78154","USA","(210) 555-4838","(210) 555-9306","","","Cell Phone","","rebeccarodriguez35@example.org","","","","","","","","","","","","","","","","","","F","","","","","","","","","No","Yes","Yes","Yes","No","No","No","No","No","Single","Person","1","","","Yes","Rodriguez, Rebecca","35.00","","04/30/2027","Check","06/30/2027","","Yes","","46","09/15/2025","","webmaster","05/31/2027","10188"
"Corpus Christi Genealogical Society","Margaret Thomas","","Margaret","","","","","Thomas","","Yes","03/08/2000","mthomas","","","","","","6231 Bandera Rd","","San Antonio","TX","78201","USA","(210) 555-4481","(210) 555-8738","","","Telephone","","info@thomasmargaret.example.org","","","","","","","","","","","","","","","","","","","Y","","","","","","","","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Exchange","Organization","1","","","Yes","Corpus Christi Genealogical Society","0.00","","04/26/2026","PayPal","06/30/2026","","Yes","","43","06/14/2025","","secretary","06/25/2026","10189"
"Espinoza, Mary","","","Mary","","Gene","Lee","Not Used","Espinoza","","No","07/22/2014","mespinoza","1971","3","14","","mary-gene-espinoza-member.jpg","7009 Lake Dr","","Irving","TX","75038","USA","(972) 555-2353","","","","Telephone","","mary.espinoza@example.org","","","","","","","","","","","","","","","","","","F","Y","","Logan","logan.espinoza@example.org","(972) 555-2353","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Joint","Person","2","","","Yes","Espinoza, Mary","45.00","","03/09/2021","Cash","05/19/2021","","Yes","","0","","","admin","05/11/2021","10190"
"Meyer, Veronica","","","Veronica","","","","","Meyer","","Yes","01/15/2016","vmeyer","1997","10","24","","veronica-meyer-member.jpg","9919 Cedar St","","San Antonio","TX","78223","USA","(210) 555-1385","(210) 555-9892","","","Telephone","","meyerv@example.com","","","","","","","","","","","","","","","","","","F","Y","Y","Manuel","manuel.meyer@example.org","(210) 555-1385","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Joint","Person","2","","","Yes","Meyer, Veronica","45.00","","06/15/2027","Credit Card","06/30/2027","Scholarship discount applied","Yes","","23","02/28/2026","","webmaster","06/23/2027","10191"
"Gardner, Kenneth","","","Kenneth","","Brian","","","Gardner","","Yes","04/19/1999","kgardner","1979","2","27","","kenneth-brian-gardner-member.jpg","900 Pioneer Rd","","Austin","TX","78701","USA","(512) 555-4042","","","","Telephone","","kgardner1952@example.org","","","","","","","","","","","","","","","","","","M","Y","","Roxanne","rgardner@example.org","(512) 555-4042","","Bexar County pioneers; Oral history collection","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Joint","Person","2","","","Yes","Gardner, Kenneth","45.00","","05/13/2027","Cash","06/30/2027","","Yes","","50","11/21/2025","","admin","05/22/2027","10192"
"Tucker, Francisca","","","Francisca","","","","","Tucker","","Yes","02/07/2013","ftucker","1965","2","21","","francisca-tucker-member.jpg","584 Huebner Rd","","San Antonio","TX","78244","USA","(210) 555-1383","(210) 555-5651","","","Telephone","","franciscatucker69@example.com","","","","","","","","","","","","","","","","","","F","","","","","","","","","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Single","Person","1","","","Yes","Tucker, Francisca","35.00","","05/13/2027","Cash","06/30/2027","","Yes","","43","07/29/2025","","webmaster","06/12/2027","10193"
"Frank, Evelyn","","","Evelyn","","","Schmitt","Not Used","Frank","","Yes","11/04/2004","efrank","1970","6","25","","evelyn-frank-member.jpg","3194 Winter Garden Rd","Suite 71","Killeen","TX","76541","USA","(254) 555-7697","(254) 555-1374","","","Telephone","","efrank@example.net","","","","","","","","","","","","","","","","","","F","Y","","","","","","Military records; African American genealogy","","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Frank, Evelyn","35.00","8","04/07/2027","Check","06/30/2027","","Yes","","26","08/27/2025","","admin","05/20/2027","10194"
"Reyes, Andres","","","Andres","","","","","Reyes","","Yes","12/02/1986","areyes","1951","8","24","","andres-reyes-member.jpg","4360 Brookside Ln","Apt 225","Kerrville","TX","78028","USA","(830) 555-7527","(830) 555-1653","","","Telephone","","areyes1990@example.org","","","","","","","","","","","","","","","","","","M","Y","","","","","","Jewish genealogy","","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Single","Person","1","","","No","Reyes, Andres","35.00","95","04/15/2027","Credit Card","06/30/2027","","Yes","","50","08/24/2025","","secretary","05/31/2027","10195"
"James, Emilio","","","Emilio","","Dale","","","James","III","Yes","03/19/2023","ejames","1963","6","23","","emilio-dale-james-member.jpg","2206 Guilbeau Rd","","Kirby","TX","78219","USA","","(210) 555-4467","","","Cell Phone","","jamese@example.net","","","","","","","","","","","","","","","","","","M","","","Emma","emma.james@example.net","(210) 555-4467","","","","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Joint","Person","2","","","Yes","James, Emilio","45.00","","04/21/2027","Check","06/30/2027","","Yes","","18","01/05/2026","","admin","05/16/2027","10196"
"Ferguson, Evelyn","","","Evelyn","","","","","Ferguson","","Yes","09/08/2024","eferguson","1967","1","27","","evelyn-ferguson-member.jpg","5498 Legacy Trail","Apt 497","Dallas","TX","75214","USA","","(214) 555-5009","","","Cell Phone","","eferguson@example.org","","","","","","","","","","","","","","","","","","F","","Y","Adrian","aferguson@example.net","(214) 555-5009","","Organizing family reunions; Oral history collection; Cemetery preservation","","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Joint","Person","2","","","Yes","Ferguson, Evelyn","45.00","","05/05/2026","Cash","06/30/2026","","Yes","","40","02/03/2026","Donated $50 to library digitization fund","admin","05/19/2026","10197"
"Sullivan, Mary","","","Mary","","Ivan","","","Sullivan","","Yes","06/09/2008","msullivan","1969","5","9","","mary-ivan-sullivan-member.jpg","8088 Bandera Rd","","Hondo","TX","78861","USA","","(210) 555-2074","","","Cell Phone","","sullivanm@example.org","","","","","","","","","","","","","","","","","","F","Y","","","","","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Sullivan, Mary","35.00","","04/01/2027","Cash","06/30/2027","","Yes","","48","12/22/2025","","admin","06/02/2027","10198"
"Kern, Geraldine","","","Geraldine","","","","","Kern","","Yes","06/27/2021","gkern","1946","6","5","","geraldine-kern-member.jpg","192 Liberty Ln","# 182","Fort Worth","TX","76116","USA","(817) 555-5492","(817) 555-1319","","","Cell Phone","","kerng@example.com","","","","","","","","","","","","","","","","","","F","Y","","Clarence","clarence.kern@example.org","(817) 555-5492","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Joint","Person","2","","","Yes","Kern, Geraldine","45.00","89","04/24/2027","Credit Card","06/30/2027","","Yes","","25","08/24/2025","","admin","06/11/2027","10199"
"Sutherland Springs Genealogical Society","Robert Miller","","Robert","","","","","Miller","","Yes","05/18/2012","rmiller","","","","","","1312 Pat Booker Rd","","San Antonio","TX","78236","USA","","","","","","","info@millerrobert.example.org","","","","","","","","","","","","","","","","","(210) 555-4276","","","","","","","","","","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Exchange","Organization","1","","","Yes","Sutherland Springs Genealogical Society","0.00","","04/25/2027","Cash","06/30/2027","","Yes","","30","01/16/2026","","admin","05/02/2027","10200"
"Torres, Guadalupe","","","Guadalupe","","Renee","","","Torres","","No","01/17/2020","gtorres","1995","8","26","","guadalupe-renee-torres-member.jpg","625 Legacy Trail","","Broken Arrow","OK","74012","USA","(918) 555-6468","(918) 555-2099","","","Cell Phone","","guadalupe.torres@example.net","","","","","","","","","","","","","","","","","","F","","","","","","","","","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Life","Person","1","Yes","","Yes","Torres, Guadalupe","0.00","","01/25/2026","Cash","02/06/2026","","Yes","","0","","","admin","09/15/2025","10201"
"Schmitt, Ruben","","","Ruben","","","","","Schmitt","Sr.","Yes","10/22/2007","rschmitt","1951","7","5","","ruben-schmitt-member.jpg","5910 Hackberry St","","Boerne","TX","78006","USA","","(210) 555-1429","","","Cell Phone","","rschmitt1952@example.net","","","","","","","","","","","","","","","","","","M","Y","","Scarlett","sschmitt1972@example.com","(210) 555-1429","","","","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Joint","Person","2","","","Yes","Schmitt, Ruben","45.00","","04/13/2027","Credit Card","06/30/2027","","Yes","","12","06/04/2025","","admin","06/01/2027","10202"
"Salazar, Joyce","","","Joyce","","Isabel","","","Salazar","","Yes","10/12/2024","jsalazar","1982","4","4","","joyce-isabel-salazar-member.jpg","5995 Marbach Rd","","San Antonio","TX","78207","USA","(210) 555-7881","(210) 555-7558","","","Telephone","(210) 555-2639","salazarj@example.org","","","","","","","","","","","","","","","","","","F","Y","","Steven","salazars@example.org","(210) 555-7881","Photography; Proofreading; Map reading","","Genealogical Institute on Federal Records graduate","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Joint","Person","2","","","Yes","Salazar, Joyce","45.00","","04/28/2027","Cash","06/30/2027","","Yes","","5","07/09/2025","","admin","06/18/2027","10203"
"Vidal, Nicole","","","Nicole","","Ray","Graham","Not Used","Vidal","","No","06/01/1991","nvidal","1956","10","11","Yes","nicole-ray-vidal-member.jpg","8938 Palo Alto Rd","","San Antonio","TX","78223","USA","","(210) 555-6712","","","Cell Phone","","nicole.vidal@example.com","","","","","","","","","","","","","","","","","","F","Y","","","","","","","","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Single","Person","1","","","No","Vidal, Nicole","35.00","","04/23/2023","PayPal","05/07/2023","","Yes","","0","","","secretary","04/01/2023","10204"
"Rodriguez, Pamela","","","Pamela","","Pilar","Evans","Not Used","Rodriguez","","Yes","10/17/2021","prodriguez","1946","6","23","","pamela-pilar-rodriguez-member.jpg","9592 Elm St","","New Orleans","LA","70112","USA","","(504) 555-3984","","","Cell Phone","","prodriguez@example.com","","","","","","","","","","","","","","","","","","F","","","","","","","Colonial American genealogy; Church records","","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Single","Person","1","","","No","Rodriguez, Pamela","35.00","","06/04/2027","Cash","06/30/2027","","Yes","","42","01/10/2026","","admin","06/10/2027","10205"
"Soto, Deborah","","","Deborah","Debbie","Rose","","","Soto","","No","12/10/2020","dsoto","1947","8","27","","deborah-rose-soto-member.jpg","9165 South Flores St","","San Antonio","TX","78263","USA","","(210) 555-9370","","","Cell Phone","","dsoto@example.com","","","","","","","","","","","","","","","","","","F","","","Nicolas","nicolas.soto@example.com","(210) 555-9370","Writing and editing; Indexing; Microfilm reader operation","Texas Republic period; DAR membership research; Hill Country settlers","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Joint","Person","2","","","Yes","Soto, Deborah","45.00","","02/16/2025","PayPal","04/11/2025","","Yes","","0","","","admin","01/23/2025","10206"
