"Groom Name","Bride Name","Marriage Date","County","Volume","Page","Notes"
"Eusebio Torres","Angela Ramos","07/13/1916","Bexar","30","350",""
"Guadalupe García","Guadalupe González","12/12/1917","Bexar","30","418",""
"Gerhard Fischer","Margarita Salinas","01/02/1922","Bexar","32","13",""
"Otto Werner","Elena Rivera","04/04/1922","Bexar","32","218","Performed by Judge R.H. Harrison"
"Tomás Sánchez","Edith Adams","12/03/1920","Bexar","31","254",""
"Henry Brown","Juana Cantu","09/25/1889","Bexar","20","201",""
"Harold Wright","Elvira Herrera","03/24/1881","Bexar","17","192",""
"Gregorio Morales","Alice Davis","08/08/1924","Bexar","33","359",""
"Harold King","Elena Treviño","12/27/1925","Bexar","33","458",""
"Rafael Reyes","Petra Chávez","01/16/1902","Bexar","25","204","Second marriage"
"August Schmidt","Clara Braun","09/26/1887","Bexar","19","82",""
"Juan Pérez","Rosa Torres","11/28/1902","Bexar","25","488",""
"Gerhard Hartmann","Emilie Lange","11/26/1911","Bexar","28","432",""
"Edward Young","Lillie Martin","05/05/1908","Bexar","27","75",""
"Seamus Ryan","Nora Kelly","01/21/1902","Bexar","25","55",""
"Antonio Cantu","Mathilde Meyer","11/21/1922","Bexar","32","441",""
"Frank Jackson","Esperanza Garza","01/13/1921","Bexar","32","125",""
"Conrad Steinemann","Sarah Mitchell","01/09/1914","Bexar","29","204",""
"Karl Gruenewald","Catalina Salinas","05/25/1915","Bexar","29","63",""
"José Rodríguez","Francisca Rivera","09/26/1883","Bexar","18","147",""
"Eusebio Fuentes","Clara Fischer","08/02/1897","Bexar","23","186",""
"Otto Weidemann","Helene Bauer","05/03/1926","Bexar","34","40",""
"Richard Anderson","Anna Zimmermann","10/24/1848","Bexar","5","193",""
"Jesús Medina","Louisa Lehmann","01/26/1910","Bexar","28","71","Minor — parental consent noted"
"Otto Hartmann","Juana Herrera","11/03/1926","Bexar","34","77",""
"Frederick Wilson","Helen Perez","08/18/1888","Bexar","19","291",""
"Hans Neumann","Helene Wagner","04/03/1910","Bexar","28","409",""
"Robert Harris","Anna Wolf","10/17/1926","Bexar","34","274",""
"Walter Bauer","Luz Morales","10/23/1924","Bexar","33","355",""
"Manuel Vásquez","Dolores Martínez","12/26/1923","Bexar","32","297",""
"Francisco Torres","Rosa Rodríguez","06/16/1881","Bexar","17","414",""
"Colm O'Connor","Hilda Schroeder","01/05/1883","Bexar","18","216",""
"Ludwig Schäfer","Ida Schroeder","08/19/1916","Bexar","30","231",""
"William White","Lillie Perez","01/09/1924","Bexar","33","440",""
"Ramón Cantu","Consuelo Fuentes","12/13/1917","Bexar","30","500",""
"Otto Wolf","Frieda Bergmann","06/05/1921","Bexar","32","292",""
"Miguel López","Mathilde Wolf","06/12/1859","Bexar","9","57",""
"Héctor Morales","Katharina Fischer","05/17/1915","Bexar","29","318",""
"Richard King","Elena Domínguez","05/11/1895","Bexar","22","386",""
"Samuel Baker","Beatriz Ortiz","05/20/1938","Bexar","38","63",""
"Frederick Wilson","Mabel Carter","05/09/1946","Bexar","41","297",""
"Carlos Domínguez","Remedios Flores","10/11/1883","Bexar","18","257",""
"Conrad Werner","Pearl Scott","09/19/1919","Bexar","31","440",""
"Pedro Pérez","Fiona Brennan","03/04/1924","Bexar","33","441",""
"Jesús Gutiérrez","Louisa Thomas","12/26/1920","Bexar","31","212",""
"Hans Meyer","Alice Johnson","05/09/1882","Bexar","17","291",""
"Manuel Torres","Mabel Allen","03/24/1881","Bexar","17","448",""
"Francisco Morales","Ruth Anderson","06/17/1947","Bexar","41","362",""
"Tomás Garza","Sophie Mueller","02/19/1907","Bexar","27","313",""
"Isidro Treviño","Wilhelmine Hoffmann","07/08/1905","Bexar","26","44","Witnesses present"
"Wilhelm Bergmann","Esperanza Díaz","11/24/1857","Bexar","8","70","Minor — parental consent noted"
"Guadalupe Moreno","Petra Morales","05/08/1881","Bexar","17","340",""
"Bruno Werner","Clara Lehmann","01/02/1943","Bexar","40","283",""
"Dermot Ryan","Alice Allen","10/02/1885","Bexar","18","79",""
"Conrad Wolf","Sarah Harris","05/07/1882","Bexar","17","431",""
"Andrés Treviño","Florence Davis","05/14/1915","Bexar","29","201",""
"Gustav Werner","Florence Miller","03/20/1913","Bexar","29","407",""
"Antonio Garza","Frieda Becker","04/01/1880","Bexar","16","113",""
"August Fischer","Emma Scott","08/12/1937","Bexar","38","478",""
"Walter Meyer","Bertha King","04/24/1900","Bexar","24","30",""
"Ernst Schmidt","Esperanza Reyes","05/27/1908","Bexar","27","250",""
"Carlos Ramírez","Soledad Moreno","12/26/1917","Bexar","30","470",""
"Isidro Flores","Nora Walsh","01/15/1903","Bexar","25","417",""
"Franz Hartmann","Ruth Baker","08/21/1850","Bexar","5","326",""
"Carlos Domínguez","Ramona Rivera","07/12/1843","Bexar","3","328",""
"August Meyer","Harriet Wright","02/06/1912","Bexar","28","80",""
"Tomás Garza","Felicitas Moreno","12/24/1901","Bexar","24","76",""
"Ernst Wolf","Helene Lehmann","02/03/1888","Bexar","19","25",""
"Bruno Schmidt","Margarita Domínguez","10/02/1932","Bexar","36","343",""
"Michael Brennan","Harriet Taylor","04/20/1920","Bexar","31","78",""
"Klaus Braun","Margarita Rivera","02/16/1927","Bexar","34","53",""
"Ignacio Vásquez","Mabel Wilson","03/01/1891","Bexar","21","185",""
"Francisco Vásquez","Amparo Salinas","10/21/1896","Bexar","22","196",""
"Miguel García","Wilhelmine Becker","05/15/1874","Bexar","14","450",""
"Aurelio Herrera","Mathilde Weidemann","08/01/1897","Bexar","23","412",""
"Harold Scott","Remedios Cantu","06/07/1929","Bexar","35","404",""
"Klaus Lange","Lillie White","03/20/1893","Bexar","21","380",""
"Pedro Medina","Harriet Anderson","06/19/1857","Bexar","8","79","Second marriage"
"Frank Young","Ramona Ramírez","10/24/1903","Bexar","25","475",""
"Karl Fischer","Felicitas Domínguez","10/11/1889","Bexar","20","162",""
"Joseph Wilson","Olga Hartmann","11/14/1856","Bexar","8","89",""
"George Johnson","Helene Koch","09/01/1919","Bexar","31","331",""
"Miguel Morales","Mabel Wright","01/09/1882","Bexar","17","294",""
"George Williams","Sarah Davis","03/26/1849","Bexar","5","40",""
"Gregorio Sánchez","Ida Jones","07/18/1906","Bexar","26","256",""
"José Pérez","Emma Thompson","09/02/1915","Bexar","29","200",""
"Antonio García","Francisca Rivera","08/15/1912","Bexar","28","327",""
"Jesús Salinas","Lillie Wright","12/10/1905","Bexar","26","397",""
"Johann Becker","Esperanza Sánchez","07/26/1925","Bexar","33","75",""
"José Gutiérrez","Marta Schäfer","09/07/1896","Bexar","22","408",""
"Ignacio Sánchez","Juana Medina","07/19/1928","Bexar","34","313",""
"Hans Lange","Emilie Neumann","12/18/1887","Bexar","19","11","Catholic ceremony"
"Friedrich Werner","Emilie Lange","06/07/1880","Bexar","16","383",""
"Andrés Molina","Rosa García","06/26/1882","Bexar","17","92",""
"Charles Young","Nellie Young","10/06/1906","Bexar","26","338",""
"John Johnson","Hedwig Lange","07/08/1909","Bexar","27","440",""
"Henry Perez","Bertha Perez","04/07/1930","Bexar","35","418",""
"William Thompson","Rosa Molina","02/08/1909","Bexar","27","223",""
"Michael O'Brien","Siobhan Kelly","03/07/1930","Bexar","35","461",""
"Karl Hartmann","Else Werner","03/15/1881","Bexar","17","378",""
"Clarence Martin","Felicitas Martínez","08/13/1910","Bexar","28","49",""
"Adolph Gruenewald","Anna Krüger","09/04/1905","Bexar","26","439",""
"Feliciano Rodríguez","Olga Braun","02/15/1906","Bexar","26","471",""
"Tomás Domínguez","Hedwig Krüger","05/12/1924","Bexar","33","339",""
"James Green","Alice Green","12/27/1903","Bexar","25","205",""
"Harold Mitchell","Rosa Ramírez","05/20/1893","Bexar","21","260",""
"George Anderson","Juana Castillo","11/01/1920","Bexar","31","392",""
"Antonio Martínez","Sophie Meyer","07/19/1889","Bexar","20","156","Catholic ceremony"
"Emil Schroeder","María Ramos","08/09/1923","Bexar","32","287",""
"Hans Schäfer","Helene Neumann","09/28/1918","Bexar","31","155",""
"Ludwig Gruenewald","Gertrud Becker","09/26/1917","Bexar","30","274",""
"Feliciano Martínez","Concepción García","11/21/1858","Bexar","8","264",""
"Richard Davis","Guadalupe Flores","01/13/1909","Bexar","27","205",""
"Wilhelm Mueller","Florence Moore","06/17/1896","Bexar","22","54",""
"Andrés Díaz","Elizabeth Anderson","09/18/1922","Bexar","32","122",""
"Edward Carter","Emma Young","01/05/1895","Bexar","22","474",""
"James Johnson","Guadalupe Cantu","11/13/1934","Bexar","37","53",""
"Harold Thomas","Anna Weidemann","07/10/1882","Bexar","17","50",""
"Henry Carter","Hedwig Hartmann","07/15/1874","Bexar","14","292","Catholic ceremony"
"James Wright","Catalina Flores","01/01/1921","Bexar","32","58",""
"Rafael Sánchez","Lupe Moreno","03/20/1896","Bexar","22","305",""
"Carlos Garza","Maureen Flanagan","06/06/1941","Bexar","39","155",""
"Florencio Ramírez","Margarita Chávez","06/14/1854","Bexar","7","394",""
"George Brown","Gertrud Schulz","11/22/1920","Bexar","31","151",""
"Ignacio Gutiérrez","Clara Schäfer","06/12/1923","Bexar","32","306",""
"Otto Weber","Mabel Young","08/27/1880","Bexar","16","42",""
