"First Name","Last Name","Preferred Name","Email","Phone","Cell Phone","Address 1","City","State","Zip","Country","Gender","Birthday","Join Date","Expiration Date","Status","Membership Plan","Amount Paid","Payment Method","Payment Date","Marital Status","Surnames Researched","Notes"
"Ashok","Tran","Ashok","tran.a98@att.net","(210) 539-7225","","4891 Cedar Elm","San Antonio","TX","78199","US","Male","11/06/1967","12/18/2024","12/18/2025","Lapsed","Individual","45.00","Cash","12/17/2024","Single","Anderson; Wisniewski","Found us at genealogy fair"
"Janice","Huang","Janice","janice.huang64@yahoo.com","(210) 691-5404","","18827 De Zavala Rd","San Antonio","TX","78142","US","Female","","08/11/2017","08/11/2018","Active","Family","65.00","Credit Card","08/06/2017","Single","Whitfield; Gallagher; James",""
"Teresa","Phillips","Teresa","teresa.phillips82@gmail.com","(713) 638-8270","","3943 Jones Maltsberger Rd","Houston","TX","77563","US","Female","05/20/1951","06/25/2017","06/25/2018","Active","Family","65.00","PayPal","06/21/2017","Divorced","Patel; Richter; Rivera","Moved from El Paso"
"Julie","Krueger","Julie","juliekrueger@att.net","(830) 976-6362","","21372 Tezel Rd","New Braunfels","TX","78118","US","Female","","05/25/2023","05/24/2024","Active","Individual","45.00","Credit Card","05/23/2023","Married","Fairchild",""
"Suresh","Hall","Suresh","suresh.hall@att.net","(817) 507-1082","(903) 541-4590","14374 Cibolo Creek","Fort Worth","TX","76051","US","Male","06/11/1958","04/19/2015","04/18/2016","Active","Individual","45.00","Check","04/13/2015","Married","Gray; Oglethorpe; Meyer",""
"Jonathan","Walker","Jonathan","j.walker@yahoo.com","(210) 927-9695","","11437 Old Pearsall Rd","San Antonio","TX","78264","US","Male","02/12/1935","11/27/2024","11/27/2025","Deceased","Family","65.00","Credit Card","11/24/2024","Divorced","Coleman; Montoya; Adams",""
"Patrick","Zhang","Paddy","patrick.zhang35@outlook.com","(210) 692-6626","(972) 776-2639","19896 Encino Rio # 384","San Antonio","TX","78108","US","Male","05/10/1968","06/07/2023","06/06/2024","Active","Individual","45.00","Credit Card","06/01/2023","Divorced","Remington; Hargrove",""
"Brigitte","Fischer","Brigitte","fischerb@yahoo.com","(210) 796-1601","","11851 De Zavala Rd","San Antonio","TX","78183","US","Female","05/08/1945","08/04/2021","08/04/2022","Pending","Individual","0.00","","","Widowed","Smith","Moved from El Paso"
"Grazyna","Wells","Grazyna","grazyna56@gmail.com","(210) 879-1782","","10913 Sunset Ridge","San Antonio","TX","78129","US","Female","05/08/1965","12/18/2022","","Active","Life","500.00","PayPal","12/16/2022","Married","Patterson; Weber; Ward; Allen; Bell; Hughes; Ramirez",""
"Silvia","Hawkins","Silvia","silviahawkins@yahoo.com","(512) 355-4895","","17577 Hawk Ridge","Austin","TX","78670","US","Female","","06/16/2023","06/15/2024","Expired","Family","65.00","Credit Card","06/12/2023","Widowed","Beaumont; Becker; Meyer",""
"Imani","Mason","Imani","imanimason@gmail.com","(210) 654-1030","","15238 Babcock Rd","San Antonio","TX","78181","US","Female","08/22/1947","12/08/2023","12/07/2024","Active","Family","65.00","Stripe","12/07/2023","Single","Anderson; Stricklen; Forsythe",""
"Marie","Truong","Marie","","(210) 823-7361","","2551 Stone Oak Pkwy","San Antonio","TX","78284","US","Female","08/24/1973","11/09/2022","11/09/2023","Active","Individual","45.00","PayPal","11/02/2022","Single","Patterson; Henderson",""
"Stanislaw","Ross","Stanislaw","ross.s86@aol.com","(972) 634-8293","","8192 Quail Creek","Dallas","TX","75362","US","Male","11/26/1953","08/02/2021","08/02/2022","Active","Individual","45.00","PayPal","07/31/2021","Single","Reed; Bailey; Flores; Young",""
"Donna","Ramos","Donna","dramos@outlook.com","(512) 642-7638","","7374 Pine Meadow","Round Rock","TX","78656","US","Female","12/09/1983","11/01/2023","10/31/2024","Active","Individual","45.00","Credit Card","10/25/2023","Single","Fairchild; Wisniewski","Research focus: Irish immigration"
"Richard","Washington","Richard","richard63@icloud.com","(817) 924-2119","","16600 Hickory St","Fort Worth","TX","76111","US","Male","04/26/1968","03/11/2022","03/11/2023","Expired","Individual","45.00","Credit Card","03/05/2022","Married","Northcutt; Salazar; Garza","DNA project coordinator"
"Abigail","Tran","Abigail","atran@yahoo.com","(210) 916-4518","","22494 Braun Rd","San Antonio","TX","78214","US","Female","12/18/1975","02/07/2023","02/07/2024","Active","Family","65.00","Check","01/31/2023","Married","Baker; Harris; Morris; Medina","Gift membership"
"Virginia","Reddy","Virginia","virginia78@yahoo.com","(915) 591-3204","","2442 Misty Glen","El Paso","TX","79925","US","Female","01/29/1948","04/13/2018","04/13/2019","Active","Individual","45.00","Check","04/13/2018","Single","Sanders; Wozniak","Volunteers at library"
"Ilse","Fuentes","Ilse","fuentes.ilse@protonmail.com","(469) 202-8916","","15820 McCullough Ave","Dallas","TX","75012","US","Female","09/17/1935","05/04/2016","05/04/2017","Expired","Individual","45.00","PayPal","05/01/2016","Married","Hayes; Bennett; Beaumont; Powell",""
"Ricardo","Vega","Ricardo","vegar@outlook.com","(713) 823-1334","","8198 Culebra Rd","Houston","TX","77482","US","Male","","02/23/2022","02/23/2023","Active","Individual","45.00","Stripe","02/16/2022","Single","Alexander",""
"Connor","Brooks","Connor","brooks.connor@yahoo.com","(210) 452-2097","","20894 SE Military Dr","San Antonio","TX","78121","US","Male","03/04/1930","09/23/2023","09/22/2024","Active","Family","65.00","PayPal","09/18/2023","Widowed","Shah",""
"Charlotte","Marshall","Charlotte","c.marshall@att.net","(210) 659-4920","","10692 Blanco Rd","San Antonio","TX","78132","US","Female","12/23/1945","02/10/2018","02/10/2019","Active","Individual","45.00","Check","02/09/2018","Married","Cantu; Powell",""
"Nia","Salinas","Nia","nia53@gmail.com","(210) 283-8961","","6300 Alamo St","San Antonio","TX","78107","US","Female","03/09/1949","02/13/2015","03/02/2026","Grace Period","Family","65.00","PayPal","02/10/2015","Widowed","Rogers; Cooper; Wojcik",""
"Cormac","De Los Santos","Cormac","cormac.delossantos@yahoo.com","(210) 429-6081","","21498 Falcon Crest","San Antonio","TX","78186","US","Male","02/21/1979","04/06/2016","04/06/2017","Expired","Family","65.00","Check","03/31/2016","Widowed","Quincy; Lynch; Peterson","Interested in DNA testing"
"Albert","Lewis","Albert","lewis.a15@hotmail.com","(210) 596-1320","","27694 Evers Rd","San Antonio","TX","78258","US","Male","06/27/1979","07/27/2023","07/26/2024","Active","Student","20.00","Check","07/26/2023","Married","Schneider; Barnes; Mazur",""
"Isabella","Liu","Isabella","liu.isabella@gmail.com","(210) 503-9305","","22293 Broadway","San Antonio","TX","78277","US","Female","07/17/1994","07/13/2015","07/12/2016","Lapsed","Family","65.00","Credit Card","07/11/2015","Divorced","Becker; Garcia; Cook; Stricklen",""
"Lakisha","Trevino","Lakisha","","(469) 651-8474","","12275 Valley Rd Unit 584","Dallas","TX","75318","US","Female","10/06/1959","02/22/2024","","Active","Life","500.00","Credit Card","02/22/2024","Divorced","Lopez; Scott; Medina; Li; Braun; Phillips; Evans; Cunningham",""
"Monika","Long","Monika","monika.long@gmail.com","(817) 831-4764","","12422 Commerce St","Fort Worth","TX","76148","US","Female","12/08/1997","11/05/2022","11/05/2023","Active","Individual","45.00","Check","10/29/2022","Single","Patel; Barnes; Lee; Green",""
"Krzysztof","Walker","Krzysztof","","(210) 459-9700","","18209 West Ave","San Antonio","TX","78199","US","Male","02/19/1947","01/09/2021","01/09/2022","Active","Family","65.00","Check","01/04/2021","","Johnson; Jenkins; Cox","Presented at annual conference"
"Brittany","Wagner","Brittany","brittany80@sbcglobal.net","(210) 895-3956","(469) 804-3130","5531 West Ave","San Antonio","TX","78261","US","Female","","06/18/2023","06/17/2024","Lapsed","Family","65.00","PayPal","06/12/2023","Divorced","Cunningham; Scott; Villarreal; O'Brien",""
"Samantha","Cunningham","Sam","samantha.cunningham40@gmail.com","(210) 685-7427","","3764 Ray Ellison Blvd Unit 779","San Antonio","TX","78269","US","Female","01/01/1930","08/10/2019","08/09/2020","Active","Family","65.00","Check","08/09/2019","Married","",""
"Monika","Johnson","Monika","mjohnson@sbcglobal.net","(210) 742-9163","","21580 Dove Hollow Suite 416","San Antonio","TX","78116","US","Female","12/01/1950","11/19/2021","11/19/2022","Expired","Individual","45.00","PayPal","11/15/2021","Married","","Handles membership renewals"
"Nora","Meyer","Nora","meyern@yahoo.com","(210) 345-4897","","7084 SE Military Dr","San Antonio","TX","78254","US","Female","","10/05/2021","10/05/2022","Active","Individual","45.00","Check","09/29/2021","Married","Hughes; Fitzgerald; Drummond; Hall",""
"Deborah","Wojcik","Deb","deborah.wojcik@yahoo.com","(512) 275-3141","(903) 775-3535","18013 Quail Creek Unit 722","Austin","TX","78772","US","Female","05/19/1930","06/17/2021","06/17/2022","Active","Individual","45.00","Check","06/16/2021","Married","Alexander; Jenkins; Lopez",""
"Hana","Reddy","Hana","hana69@outlook.com","(210) 517-4006","","26566 Evans Rd","San Antonio","TX","78120","US","Female","02/17/1952","05/21/2016","02/10/2026","Grace Period","Individual","45.00","Stripe","05/14/2016","Widowed","Wisniewski; Ellington; Szymanski; O'Neill; Turner; Pendleton",""
"Billy","Ford","Billy","ford.b60@gmail.com","(210) 570-8807","","13308 Falcon Crest","San Antonio","TX","78266","US","Male","03/20/1966","05/18/2023","02/05/2026","Grace Period","Individual","45.00","Check","05/14/2023","Married","Jackson; Fairchild; Wilson; Hawthorne; Garza",""
"Alejandra","Wisniewski","Alejandra","wisniewski.alejandra@gmail.com","(210) 808-3519","","7236 Old Pearsall Rd","San Antonio","TX","78206","US","Female","05/30/1938","11/11/2024","11/11/2025","Active","Honorary","0.00","Check","11/08/2024","Married","Evans; Parker; Fischer; Ross","DNA project coordinator"
"Linda","Davis","Linda","lindadavis@yahoo.com","(512) 659-6016","","18849 Garden Ridge Blvd","Round Rock","TX","78678","US","Female","12/16/1955","06/08/2017","06/08/2018","Expired","Family","65.00","Credit Card","06/08/2017","Widowed","Perez; McAllister; Wood; Wozniak",""
"Russell","Davis","Russell","","(210) 788-1621","","20846 Bandera Rd","San Antonio","TX","78152","US","Male","","09/16/2018","09/16/2019","Expired","Individual","45.00","Check","09/11/2018","Married","Brooks",""
"Isaac","Chapman","Isaac","isaac.chapman96@hotmail.com","(210) 474-4680","","10020 Bitters Rd","San Antonio","TX","78175","US","Male","","10/28/2023","10/27/2024","Active","Individual","45.00","Check","10/23/2023","Married","Long; Krawczyk; Stewart; Cox","Gift membership; Attends monthly meetings regularly"
"Rafael","Ortiz","Rafael","ortiz.rafael@gmail.com","(512) 517-2662","","4999 Cedar Elm","Pflugerville","TX","78602","US","Male","04/23/1961","06/02/2019","06/01/2020","Expired","Individual","45.00","Check","06/01/2019","Married","Perry; Walker; Wilson; Brennan; Ellington",""
"Denise","Burke","Denise","denise.burke@outlook.com","(210) 863-5901","","12887 Tezel Rd Unit 381","San Antonio","TX","78111","US","Female","","08/25/2015","","Active","Life","500.00","PayPal","08/24/2015","Widowed","Flores; Davis; Washington; Godfrey",""
"Alice","Hicks","Alice","hicksa@protonmail.com","(281) 566-9129","","12856 Church St","Houston","TX","77265","US","Female","05/14/1941","12/14/2021","","Active","Life","500.00","Check","12/13/2021","Single","Godfrey; Kowalski; Rivera; Henderson",""
"Mary","Villarreal","Mary","mary.villarreal@gmail.com","(210) 712-6873","","13764 Amber Creek","San Antonio","TX","78239","US","Female","07/01/1945","10/02/2023","03/12/2026","Grace Period","Individual","45.00","Check","09/28/2023","Widowed","Jackson",""
"Silvia","Chambers","Silvia","silvia.chambers27@yahoo.com","(512) 448-9568","","16655 Ridge Rd","Austin","TX","73745","US","Female","","10/02/2021","10/02/2022","Expired","Individual","45.00","Stripe","10/02/2021","Single","Remington; Castillo; De La Cruz; Perez; Griffin; O'Neill; Campbell; Graham",""
"Helen","Alvarez","Helen","halvarez@gmail.com","(210) 669-4453","","9265 Fredericksburg Rd","San Antonio","TX","78293","US","Female","09/08/1974","09/25/2021","09/25/2022","Active","Individual","45.00","PayPal","09/20/2021","Married","Singh; Montoya; Morris; Mueller; Szymanski; Clark; Torres",""
"Charles","Gupta","Charles","guptac@yahoo.com","(214) 286-7962","","14127 Vance Jackson Rd","Dallas","TX","75151","US","Male","02/17/1949","10/05/2021","10/05/2022","Active","Family","65.00","Check","10/05/2021","Married","Richter; Powell; Remington; Reed; Cooper; O'Brien; Drummond",""
"Barbara","Hamilton","Barbie","b.hamilton@yahoo.com","(210) 889-3518","(512) 347-5302","21784 Bandera Rd Suite 979","San Antonio","TX","78143","US","Female","06/10/1967","12/02/2025","12/02/2026","Active","Individual","45.00","Credit Card","11/29/2025","Single","Rivera; Strickland; Stricklin",""
"Timothy","Nguyen","Tim","timothy.nguyen@aol.com","(210) 498-4660","","20156 Tezel Rd","San Antonio","TX","78202","US","Male","05/04/1997","07/11/2024","07/11/2025","Active","Individual","45.00","Stripe","07/05/2024","Widowed","Abernathy; Collins; Simmons",""
"Kayla","Henderson","Kayla","kayla.henderson@gmail.com","(210) 455-1612","","9404 Alamo St","San Antonio","TX","78157","US","Female","02/06/1997","12/02/2021","12/02/2022","Active","Family","65.00","Credit Card","12/01/2021","Divorced","Ryan; Jones",""
"Juanita","Lewis","Juanita","lewis.juanita@att.net","(210) 989-5512","","20127 Alamo St","San Antonio","TX","78124","US","Female","08/13/1951","05/10/2023","","Active","Life","500.00","Check","05/10/2023","Married","Castillo; Nelson",""
"Rosa","Griffin","Rosa","r.griffin@gmail.com","(210) 431-2207","","3601 Hidden Knoll Unit 390","San Antonio","TX","78180","US","Female","05/26/1941","07/01/2022","07/01/2023","Active","Family","65.00","Check","07/01/2022","Married","Fitzgerald; Garza; Norwood; Lopez","Research focus: Colonial era; Active cemetery researcher"
"Kayla","Kelly","Kayla","kaylakelly@hotmail.com","(210) 425-5289","(512) 402-2142","16898 Babcock Rd Apt 320","San Antonio","TX","78243","US","Female","04/06/1969","11/01/2024","11/01/2025","Active","Individual","45.00","Check","10/25/2024","Married","Norwood",""
"Luke","De Los Santos","Luke","lukedelossantos@hotmail.com","(210) 307-5303","","11590 Rigsby Ave","San Antonio","TX","78116","US","Male","06/22/1942","08/24/2023","08/23/2024","Deceased","Individual","45.00","Check","08/21/2023","Married","Torres; Ashworth; Fairchild",""
"Jasmine","De La Cruz","Jasmine","","(915) 823-2745","","12884 Pecan Valley # 987","El Paso","TX","79809","US","Female","","08/12/2021","08/12/2022","Active","Individual","45.00","Check","08/11/2021","Widowed","Fischer; Cooper",""
"Michelle","White","Michelle","michelle.white83@outlook.com","(817) 529-4700","","12731 Pecan Valley Suite 452","Fort Worth","TX","76066","US","Female","09/13/1964","10/09/2023","10/08/2024","Expired","Family","65.00","PayPal","10/08/2023","Married","Young; Miller","Active on society Facebook group; Coordinates annual picnic"
"Andrew","Reddy","Andrew","reddya@icloud.com","(210) 809-4232","","26735 Alamo St","San Antonio","TX","78214","US","Male","02/19/1937","01/09/2016","01/08/2017","Expired","Individual","45.00","PayPal","01/07/2016","Divorced","Simmons; Long","Teaches beginner classes"
"Walter","Ferguson","Walter","ferguson.walter@aol.com","(210) 691-1434","","23819 Bitters Rd","San Antonio","TX","78296","US","Male","","07/21/2022","07/21/2023","Active","Family","65.00","PayPal","07/16/2022","Married","McAllister",""
"Leticia","Gomez","Leticia","leticia.gomez73@yahoo.com","(713) 479-9299","","23684 Prue Rd","Houston","TX","77295","US","Female","09/13/1977","10/05/2019","10/04/2020","Active","Honorary","0.00","Credit Card","09/29/2019","Single","Clark; Cooper",""
"Gary","Salinas","Gary","salinasg@yahoo.com","(210) 689-4751","","15156 Shady Oak Apt 398","San Antonio","TX","78243","US","Male","","06/25/2022","06/25/2023","Active","Individual","45.00","Check","06/21/2022","Married","Li; Wojcik; Jones",""
"Raj","Berry","Raj","rajberry@gmail.com","(210) 686-2622","","12948 SE Military Dr","San Antonio","TX","78246","US","Male","11/02/1964","01/01/2018","01/01/2019","Active","Family","65.00","Check","12/31/2017","Widowed","Oglethorpe",""
"Gabriela","Gonzalez","Gabriela","gonzalez.g33@yahoo.com","(210) 436-1019","(469) 769-9388","4586 Shadow Ln","San Antonio","TX","78185","US","Female","10/02/1978","12/27/2024","12/27/2025","Expired","Family","65.00","PayPal","12/21/2024","Married","Martinez; Martin; Peterson; Fitzgerald; Patterson; Lopez",""
"Pilar","Simpson","Pilar","pilar.simpson47@yahoo.com","(210) 329-2176","","17378 Canyon View Unit 22","San Antonio","TX","78127","US","Female","07/27/1960","11/21/2016","11/21/2017","Active","Individual","45.00","Stripe","11/18/2016","Widowed","Sheridan; King; Rutherford",""
"Gabriela","Maldonado","Gaby","maldonado.gabriela@yahoo.com","(210) 930-4737","","11249 San Pedro Ave","San Antonio","TX","78281","US","Female","02/06/1976","05/20/2021","05/20/2022","Active","Family","65.00","Credit Card","05/15/2021","Widowed","Evans; Blackwood",""
